,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_workers,actual_productivity,quarter_Quarter2,quarter_Quarter3,quarter_Quarter4,quarter_Quarter5,department_finishing ,department_sweing,day_Saturday,day_Sunday,day_Thursday,day_Tuesday,day_Wednesday,team_2,team_3,team_4,team_5,team_6,team_7,team_8,team_9,team_10,team_11,team_12,no_of_style_change_1,no_of_style_change_2
322,0.8,25.9,1380.0,3630,50,0.0,0,56.5,0.800162602,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
323,0.8,26.16,1196.0,10620,63,0.0,0,59.0,0.800117103,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
324,0.8,2.9,2156.310344827586,1440,0,0.0,0,8.0,0.793844697,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
325,0.7,22.94,1006.0,10170,38,0.0,0,56.5,0.750517565,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
326,0.7,22.52,930.0,10260,63,0.0,0,57.0,0.750068049,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
327,0.7,22.52,1095.0,10170,50,0.0,0,56.5,0.750062751,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
328,0.7,22.52,938.0,10080,63,0.0,0,56.0,0.750057359,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
329,0.7,14.89,1484.0,10260,50,0.0,0,57.0,0.700170388,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
330,0.8,2.9,2156.310344827586,1440,0,0.0,0,8.0,0.683806818,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
331,0.65,20.4,1255.0,8280,35,0.0,0,58.0,0.650066445,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
332,0.8,48.84,1040.0,10260,30,0.0,0,57.0,0.576460393,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
333,0.5,22.94,1492.0,10170,30,0.0,0,56.5,0.549969429,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334,0.7,3.94,2156.310344827586,1440,0,0.0,0,8.0,0.538399621,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
335,0.7,4.15,2156.310344827586,1440,0,0.0,0,8.0,0.409545455,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
336,0.35,15.26,1111.0,6120,23,0.0,0,34.0,0.35021836,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
337,0.7,4.15,1012.4830508474577,1440,0,0.0,0,8.0,1.033570076,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
338,0.8,11.41,1047.0,5580,63,0.0,0,31.0,0.800261486,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
339,0.8,25.9,1434.0,10170,50,0.0,0,56.5,0.800128721,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
340,0.8,26.16,399.0,10620,63,0.0,0,59.0,0.800117103,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
341,0.7,22.52,983.0,10260,63,0.0,0,57.0,0.750068049,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
342,0.7,22.52,1108.0,10080,63,0.0,0,56.0,0.750057359,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
343,0.7,22.52,1134.0,8460,50,0.0,0,57.0,0.750037968,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
344,0.7,22.94,1363.0,10260,50,0.0,0,57.0,0.750031898,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
345,0.8,3.94,1012.4830508474577,1800,0,0.0,0,10.0,0.72830303,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
346,0.7,14.89,1501.0,10260,50,0.0,0,57.0,0.700170388,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
347,0.7,20.4,1352.0,10260,50,0.0,0,57.0,0.700063796,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
348,0.8,2.9,1012.4830508474577,1440,0,0.0,0,8.0,0.639867424,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
349,0.5,15.26,1352.0,3720,23,0.0,0,34.0,0.500290419,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
350,0.35,22.94,1450.0,10080,30,0.0,0,56.0,0.400332792,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
351,0.7,4.15,1012.4830508474577,2700,0,0.0,0,15.0,0.362666667,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
352,0.75,4.3,973.7731092436975,6000,0,0.0,0,20.0,0.978525641,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
353,0.7,3.94,973.7731092436975,5100,0,0.0,0,17.0,0.912202112,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
354,0.75,22.52,825.0,10080,94,0.0,0,56.0,0.900556277,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
355,0.8,11.61,916.0,5760,75,0.0,0,89.0,0.850410511,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
356,0.8,3.94,973.7731092436975,2400,0,0.0,0,8.0,0.827147436,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
357,0.8,25.9,562.0,7470,38,0.0,0,56.5,0.800436542,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
358,0.7,22.94,1422.0,10500,60,0.0,0,57.0,0.800415742,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
359,0.7,22.52,1206.0,10080,75,0.0,0,56.0,0.800020563,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
360,0.7,4.15,973.7731092436975,2400,0,0.0,0,8.0,0.758173077,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
361,0.7,20.4,1404.0,10440,50,0.0,0,58.0,0.750344828,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
362,0.7,22.52,1139.0,10260,63,0.0,0,57.0,0.750068049,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
363,0.7,14.89,1735.0,10260,50,0.0,0,57.0,0.700170388,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
364,0.65,22.94,1595.0,10260,34,0.0,0,57.0,0.700029771,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
365,0.6,15.26,1245.0,6360,23,0.0,0,34.0,0.60017284,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
366,0.8,2.9,973.7731092436975,2400,0,0.0,0,8.0,0.594871795,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
367,0.8,54.56,757.0,4140,29,0.0,0,58.0,0.520237649,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
368,0.65,3.94,973.7731092436975,2400,0,0.0,0,8.0,0.505128205,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
369,0.5,22.52,1720.0,10080,23,0.0,0,56.0,0.500241342,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
370,0.7,4.15,973.7731092436975,2700,0,0.0,0,9.0,0.470769231,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
371,0.6,3.94,974.0254237288135,6000,0,0.0,0,10.0,0.957638889,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
372,0.75,3.94,974.0254237288135,8400,0,0.0,0,14.0,0.940701058,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
373,0.75,22.52,759.0,10080,81,0.0,0,56.0,0.849983766,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
374,0.7,22.94,1510.0,10620,60,0.0,0,57.0,0.800302791,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
375,0.8,11.61,955.0,6360,63,0.0,0,32.0,0.800191989,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
376,0.75,22.52,1328.0,10080,55,0.0,0,56.0,0.800020563,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
377,0.7,22.94,1384.0,12180,63,0.0,0,57.0,0.750162367,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,0.7,22.52,1244.0,10260,63,0.0,0,57.0,0.750068049,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
379,0.7,4.15,974.0254237288135,9000,0,0.0,0,15.0,0.742901235,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
380,0.7,20.4,1480.0,10440,40,0.0,0,58.0,0.700250784,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
381,0.7,14.89,1863.0,10260,50,0.0,0,57.0,0.700170388,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
382,0.75,4.3,974.0254237288135,9000,0,0.0,0,15.0,0.670216049,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
383,0.7,3.94,974.0254237288135,15000,0,0.0,0,25.0,0.649662222,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384,0.7,3.94,974.0254237288135,15000,0,0.0,0,25.0,0.649662222,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
385,0.8,2.9,974.0254237288135,4800,0,0.0,0,8.0,0.626822917,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
386,0.6,15.26,1492.0,6960,23,0.0,0,34.0,0.600436426,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
387,0.6,22.52,1859.0,10260,23,0.0,0,57.0,0.60041361,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
388,0.8,40.99,980.0,10770,30,0.0,0,56.5,0.555500132,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
389,0.5,29.12,970.0,10440,30,0.0,0,58.0,0.500547544,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
390,0.7,3.94,974.0254237288135,12000,0,0.0,0,20.0,0.460578704,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
391,0.8,2.9,974.0254237288135,4800,0,0.0,0,8.0,0.397743056,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
392,0.6,4.08,974.0254237288135,5400,0,0.0,0,9.0,0.327407407,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
393,0.7,4.15,1003.0192307692307,2700,0,0.0,0,15.0,0.966666667,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
394,0.75,3.94,1003.0192307692307,1800,0,0.0,0,10.0,0.937242424,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
395,0.8,2.9,1003.0192307692307,1620,0,0.0,0,9.0,0.910521886,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
396,0.75,22.94,1606.0,10260,94,0.0,0,57.0,0.90064806,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
397,0.75,22.52,727.0,10260,94,0.0,0,57.0,0.900321106,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
398,0.75,4.15,1003.0192307692307,1800,0,0.0,0,10.0,0.896022727,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
399,0.75,3.94,1003.0192307692307,1440,0,0.0,0,8.0,0.895454545,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
400,0.65,3.94,1003.0192307692307,2160,0,0.0,0,12.0,0.870580808,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
401,0.7,4.08,1003.0192307692307,1620,0,0.0,0,9.0,0.858585859,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
402,0.7,22.94,1472.0,10260,75,0.0,0,57.0,0.800643806,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403,0.75,22.52,1332.0,10080,69,0.0,0,56.0,0.80062987,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
404,0.8,11.61,1009.0,5640,63,0.0,0,32.0,0.800537143,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
405,0.75,22.52,1266.0,10260,69,0.0,0,57.0,0.80035194,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
406,0.75,15.26,1316.0,6120,40,0.0,0,34.0,0.750079323,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
407,0.75,42.97,1282.0,10260,56,0.0,0,57.0,0.750041201,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
408,0.7,20.4,1382.0,10440,50,0.0,0,58.0,0.700250784,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
409,0.75,4.3,1003.0192307692307,2160,0,0.0,0,12.0,0.651515152,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
410,0.65,22.52,1295.0,10170,26,0.0,0,56.5,0.650416734,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
411,0.6,29.12,925.0,6660,23,0.0,0,58.0,0.600125217,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
412,0.75,3.94,1003.0192307692307,1440,0,0.0,0,8.0,0.578314394,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
413,0.7,3.94,1003.0192307692307,1440,0,0.0,0,8.0,0.578314394,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,0.35,15.09,1448.0,9360,23,0.0,0,52.0,0.34998951,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
415,0.6,3.94,1003.0192307692307,1440,0,0.0,0,8.0,0.261174242,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
416,0.7,4.15,1016.198275862069,3060,0,0.0,0,17.0,0.973796791,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
417,0.75,3.94,1016.198275862069,1440,0,0.0,0,8.0,0.970075758,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
418,0.7,3.94,1016.198275862069,1440,0,0.0,0,8.0,0.970075758,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,0.75,3.94,1016.198275862069,1620,0,0.0,0,9.0,0.961784512,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
420,0.75,3.94,1016.198275862069,3420,0,0.0,0,19.0,0.955151515,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
421,0.75,4.3,1016.198275862069,2160,0,0.0,0,12.0,0.952020202,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
422,0.75,22.52,867.0,10260,94,0.0,0,57.0,0.900321106,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
423,0.75,22.94,1636.0,10530,81,0.0,0,58.5,0.850223776,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
424,0.7,22.94,1682.0,10530,75,0.0,0,58.5,0.800909609,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,0.75,22.52,1495.0,10350,55,0.0,0,57.5,0.800513307,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
426,0.8,11.61,1181.0,5760,63,0.0,0,32.0,0.800386364,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
427,0.75,22.52,1413.0,10080,69,0.0,0,56.0,0.800020563,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
428,0.65,3.94,1016.198275862069,2520,0,0.0,0,14.0,0.749188312,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
429,0.7,22.52,360.0,10170,40,0.0,0,56.5,0.7005417,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
430,0.7,15.26,1296.0,6120,40,0.0,0,34.0,0.70043672,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
431,0.7,20.4,1217.0,10440,50,0.0,0,58.0,0.700250784,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
432,0.65,29.12,1086.0,10440,26,0.0,0,58.0,0.650407524,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
433,0.7,4.08,1016.198275862069,1620,0,0.0,0,9.0,0.618181818,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
434,0.75,42.97,532.0,10260,40,0.0,0,57.0,0.59114168,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
435,0.5,15.09,1557.0,720,23,0.0,0,52.0,0.500061916,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
436,0.8,2.9,1016.198275862069,720,0,0.0,0,4.0,0.329545455,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
437,0.75,3.94,2156.310344827586,1800,0,0.0,0,10.0,1.059621212,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
438,0.75,3.94,2156.310344827586,3780,0,0.0,0,21.0,0.997792208,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
439,0.75,4.3,2156.310344827586,2160,0,0.0,0,12.0,0.963699495,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
440,0.7,4.15,2156.310344827586,2700,0,0.0,0,15.0,0.959191919,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
441,0.75,3.94,2156.310344827586,1800,0,0.0,0,10.0,0.910378788,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
442,0.7,3.94,2156.310344827586,1800,0,0.0,0,10.0,0.910378788,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,0.8,22.52,1016.0,10170,60,0.0,0,56.5,0.850312684,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
444,0.8,11.61,1072.0,5760,50,0.0,0,32.0,0.800386364,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
445,0.75,22.52,1584.0,10260,69,0.0,0,57.0,0.80035194,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
446,0.75,22.94,1764.0,10260,55,0.0,0,57.0,0.800034024,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
447,0.7,22.94,1745.0,10440,60,0.0,0,58.0,0.800023511,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,0.75,22.52,1250.0,10080,55,0.0,0,56.0,0.800020563,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
449,0.7,4.08,2156.310344827586,1620,0,0.0,0,9.0,0.769292929,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
450,0.75,20.4,1118.0,10320,56,0.0,0,58.0,0.750031447,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
451,0.7,29.12,1143.0,10440,40,0.0,0,58.0,0.70061442,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
452,0.7,15.26,1337.0,6120,40,0.0,0,34.0,0.70043672,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
453,0.65,3.94,2156.310344827586,1440,0,0.0,0,8.0,0.646306818,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
454,0.6,15.09,1519.0,360,23,0.0,0,52.0,0.600143365,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
455,0.35,28.08,749.0,10260,23,0.0,0,57.0,0.350066986,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
456,0.75,22.52,1635.0,6840,119,0.0,0,57.0,1.000230409,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
457,0.75,22.52,1299.0,6840,119,0.0,0,57.0,1.000230409,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
458,0.8,3.94,1012.4830508474577,1440,0,0.0,0,12.0,0.979527778,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
459,0.8,4.3,1012.4830508474577,1440,0,0.0,0,12.0,0.940625,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
460,0.5,4.15,1012.4830508474577,1440,0,0.0,0,12.0,0.926388889,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
461,0.8,22.52,1134.0,6720,70,0.0,0,56.0,0.900129762,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
462,0.75,3.94,1012.4830508474577,1440,0,0.0,0,12.0,0.861875,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
463,0.8,22.52,1106.0,6780,60,0.0,0,56.5,0.850312684,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
464,0.65,3.94,1012.4830508474577,960,0,0.0,0,8.0,0.845458333,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
465,0.7,4.15,1012.4830508474577,1080,0,0.0,0,9.0,0.823555556,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
466,0.5,4.15,1012.4830508474577,960,0,0.0,0,8.0,0.803541667,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
467,0.75,22.94,1871.0,6960,55,0.0,0,58.0,0.800263218,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,0.75,3.94,1012.4830508474577,1200,0,0.0,0,10.0,0.788,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
469,0.75,3.94,1012.4830508474577,1200,0,0.0,0,10.0,0.77815,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,0.7,29.12,1294.0,6960,50,0.0,0,58.0,0.700386207,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
471,0.7,15.26,1462.0,4080,40,0.0,0,34.0,0.700164706,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
472,0.65,15.09,976.0,240,23,0.0,0,52.0,0.650307143,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
473,0.8,30.4,338.0,3840,34,0.0,0,32.0,0.622828125,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
474,0.8,2.9,1012.4830508474577,960,0,0.0,0,8.0,0.6225,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
475,0.5,20.79,1455.0,6960,30,0.0,0,58.0,0.500035345,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
476,0.5,48.18,1282.0,6480,23,0.0,0,54.0,0.37046657,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
477,0.8,22.52,1559.0,6840,90,0.0,0,57.0,1.000230409,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
478,0.8,22.52,1350.0,6840,113,0.0,0,57.0,1.000230409,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
479,0.35,2.9,973.7731092436975,1800,0,0.0,0,15.0,0.977555556,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
480,0.75,3.94,973.7731092436975,1200,0,0.0,0,10.0,0.9456,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
481,0.8,3.94,973.7731092436975,1800,0,0.0,0,15.0,0.902222222,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
482,0.8,22.52,1175.0,6720,60,0.0,0,56.0,0.850532143,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
483,0.75,22.94,1868.0,6960,81,0.0,0,58.0,0.850362069,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
